Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,Id,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text,sentiment
The true believer: Thoughts on the nature of mass movements (Time reading program special edition),,['Eric Hoffer'],http://books.google.com/books/content?id=OdJihMArdlAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=OdJihMArdlAC&q=The+true+believer:+Thoughts+on+the+nature+of+mass+movements+(Time+reading+program+special+edition)&dq=The+true+believer:+Thoughts+on+the+nature+of+mass+movements+(Time+reading+program+special+edition)&hl=&cd=1&source=gbs_api,,1980,http://books.google.com/books?id=OdJihMArdlAC&dq=The+true+believer:+Thoughts+on+the+nature+of+mass+movements+(Time+reading+program+special+edition)&hl=&source=gbs_api,,,B0007DJSVW,,A3KHRGGS52HE8O,Theodore A. Rushton,95/129,5.0,1002240000,An early look inside the mind of Osama bin Laden,"Fifty years ago, this book explained terrorist minds such as Osama bin Laden.Eric Hoffer had a perceptive mind and a persistent intellectual curiosity. In the years after World War II, he was puzzled at how dedicated Nazis could become dedicated communists literally within a heartbeat. His conclusion doomed the continuing success of his book, he defined the mind of the fanatic rather than defending the ideology of politics.The book was first published in 1951, at the height of the McCarthy witch hunts. Instead of attacking communism, Hoffer identified fanatics as guilt-ridden hitch-hikers who thumb a ride on any ideology from Christianity to communism. The fault, according to Hoffer, was the mind of the fanatic who needs a Stalin or a Hitler or a Christ or a bin Laden to worship and die for. His description of a fanatic fitted Sen. Barry Goldwater's assertion that &quot;extremism in the defense of liberty is no vice.&quot; It applies to Jerry Falwell with the same rigor as he would define bin Laden today.Consider some of Hoffer's assertions:&quot;Faith in a holy cause is to a considerable extent a substitute for the lost faith in ourselves.&quot;The less justified a man is in claiming excellence for his own self, the more ready he is to claim all excellence for his nation, his religion, his race or his holy cause.&quot;A man is likely to mind his own business when it is worth minding. When it is not, he takes his mind off his own meaningless affairs by minding other people's business.&quot;This minding of other's people's business expresses itself in gossip, snooping and meddling, and also in feverish interest in communal, national and racial affairs. In running away from ourselves we either fall on our neighbor's shoulder or fly at his throat.&quot;Now tell me, does this sound like bin Laden and/or Falwell (plus a wide number of other zealots you may wish to name):&quot;The burning conviction that we have a holy duty toward others is often a way of attaching our drowning selves to a passing raft. What looks like giving a hand is often a holding on for dear life. Take away our holy duties and you leave our lives puny and meaningless. There is no doubt that in exchanging a self-centered for a selfless life we gain enormously in self-esteem. The vanity of the selfless, even those who practice utmost humility, is boundless.&quot;Sound familiar ? It is the terrorist mind. It applies equally well to the John Birch Society and the militia movements as to the KKK and the anti-war fervor as to bin Laden and the Palestinian suicide-bombers. In America, fanatics were relegated to the silly fringes of society. In parts of the world, they are elevated to be heroes.The fanatic is forever with us. The very definition of fanaticism rejects toleration for others; yet, to survive, we must tolerate the ideas of others -- even the most outlandish. The answer is from one of the greatest Native Americans, President Benito Juarez of Mexico, who asserted &quot;Peace is respect for the rights of others.&quot;Hoffer outlined the problem with brilliance, but he failed to offer a solution. Americans don't like open-ended problems; from sit-coms to revenge for the World Trade Center, they want answers. That is the weakness of the book, and perhaps why it isn't better known today.For now, the answers will be bombs, bullets and cruise missiles. But, revenge only digs two graves. On a long-term basis, the answer must surely be something along the line of Juarez's statement. In ending his short book, Hoffer quotes J. B. S. Haldane who counted fanaticism among the only four really important inventions made between 3000 BC and 1400 AD.&quot;It was a Judaic-Christian invention,&quot; Hoffer wrote. &quot;And it is strange to think that in receiving this malady of the soul the world also received a miraculous instrument for raising societies and nations from the dead -- an instrument of resurrection.&quot;Or, in more prosaic terms, the inability to hold a grudge.",1
The Archaeology of Knowledge and the Discourse on Language,"Madness, sexuality, power, knowledge—are these facts of life or simply parts of speech? In a series of works of astonishing brilliance, historian Michel Foucault excavated the hidden assumptions that govern the way we live and the way we think. The Archaeology of Knowledge begins at the level of ""things aid"" and moves quickly to illuminate the connections between knowledge, language, and action in a style at once profound and personal. A summing up of Foucault's own methadological assumptions, this book is also a first step toward a genealogy of the way we live now. Challenging, at times infuriating, it is an absolutey indispensable guide to one of hte most innovative thinkers of our time.",['Michel Foucault'],http://books.google.com/books/content?id=jSa7QzfcCK0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=jSa7QzfcCK0C&pg=PP1&dq=The+Archaeology+of+Knowledge+and+the+Discourse+on+Language&hl=&cd=1&source=gbs_api,Vintage,2012-07-11,https://play.google.com/store/books/details?id=jSa7QzfcCK0C&source=gbs_api,['Philosophy'],,B000HTB8GE,,,,95/128,5.0,953078400,Fascinating failure,"Let's be childish enough to use coarse categories: &quot;Discipline&amp;Punish&quot; is Foucault's most beautiful book. &quot;The Order of Things&quot; is the most brilliant (that's why it made him a star). Let's also say &quot;The History of Sexuality&quot; is his most exciting book. Then &quot;The Archaeology of Knowledge&quot; is the most fascinating: it is Foucault's attempt to write a theory of what he is doing. And it is a brilliant failure: this is the only time that we see Foucault, the master of brilliant formulation, completely naked. It is endearing to watch how he is trying to write a piece of philosophical theory, while all his other books demonstrate how unnecessary such theory is.This is no light reading and the English translation is barely comprehensible. I bet that there is a serious mistranslation on any given page. With good translations at hand, some notorious readers (Foucault lovers and Foucault enemies alike) might actually have understood what the words &quot;discourse&quot; and &quot;dispositif&quot; mean. Countless articles and books would not have been written. That's why a good German translation would have been even more desirable (the one in print is as miserable as the English one, same bet)...",1
The Family: The Real Story of the Bush Dynasty,"Presents a portrait of the Bush political dynasty and their influence on twentieth- and twenty-first century America, from Connecticut senator Prescott Bush, through his grandson, George W., the forty-third president of the United States.",['Kitty Kelley'],http://books.google.com/books/content?id=ntSVV9xOViMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ntSVV9xOViMC&printsec=frontcover&dq=The+Family:+The+Real+Story+of+the+Bush+Dynasty&hl=&cd=1&source=gbs_api,Anchor,2005,http://books.google.com/books?id=ntSVV9xOViMC&dq=The+Family:+The+Real+Story+of+the+Bush+Dynasty&hl=&source=gbs_api,['Biography & Autobiography'],,B0006IU3I0,,AT6CZDCP4TRGA,Eduardo Nietzsche,95/125,5.0,1095120000,"YAAAAY!!! What's ""fair"" is ""fair,"" people!","In light of all the blatant lying scumbags who've crawled out from under various rocks to smear John Kerry (""Swift Boat Veterans For Truth"" and other rightwing media darlings), we the people of this great country desperately deserve to have some balance...in the form of this controversial but mostly well-researched book from Kitty Kelley!Until the left gets its own Rush Limbaugh, Ann Coulter, Wall Street Journal editorial page, Faux News Channel, assorted AM talk radio Certified Nimrods, Matt Drudge, Washington Times, etc.---it will be up to people like Kitty Kelley and Michael Moore to even out the scales...and more power to them!!!At present the extreme right in this country enjoys a lopsided media advantage and is used to dishing it out without getting much thrown back in its face. Viva Kelley!",1
The Bombshell Manual of Style,"In this glittering beauty and lifestyle guide packed with pearls of wisdom, Laren Stover has compiled everything a woman needs to know to live the Bombshell life: from how to dress and make an entrance to what to eat and where to shop. It tells readers what makes a Bombshell tick; road-tested outfits for 25 occasions; must-have Bombshell sleepwear, handbags, and fragrances; what's in the Bombshell library; and what she looks for in a man. With scads of little-known facts about real-life bombshells like Liz, Mae, and Lana this fun and ever-so-practical little book is certain to bring out the inner Bombshell in every woman.",['Laren Stover'],http://books.google.com/books/content?id=K5vbwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=K5vbwAEACAAJ&dq=The+Bombshell+Manual+of+Style&hl=&cd=1&source=gbs_api,Hyperion,2001-05-16,http://books.google.com/books?id=K5vbwAEACAAJ&dq=The+Bombshell+Manual+of+Style&hl=&source=gbs_api,['Health & Fitness'],7.0,0786866942,12.89,A1P4F6HIXU6WYE,"Lee Mellott ""SEOmenu2go""",95/124,3.0,991008000,Bombshell Manual A Big Bust!,"I really couldn't wait to delve into &quot;The Bomshell Manual of Style&quot;. I expected a frothy confection of &quot;bombshellism&quot; with perhaps some tips to incorporate into my life. Sadly, I found the beautifully designed cover, illustrations and quips on the back of the dustjacket to be the best part. Yes the author shares ideas on how a bombshell behaves, eats etc. But all the examples are dated, and the author fails to translate them to today's society. If I were to wear some of the outfits the author suggests, like a large, bold print polka dotted dress with super high heels shopping I am sure I would get stares but they would not be flattering ones. The author Laren Stover uses Elizabeth Taylor, Jayne Mansfield and Marilyn Monroe frequently as examples through out the text. Certainly these women are renowed for their beauty and style. But what played then doesn't work now, even for a bombshell. Had the author also used more comtemporary &quot;stars&quot; with style and glamour such as Jodie Foster or Sharon Stone and reported on how these ladies imbue star quality and that bombshell quality to their lives, the book would be much more relevant. Suggesting that a bombshell goes on a diet as her doctor won't give her anymore pills is an insult to all modern bombshells who know the best way to lose weight is a good support group and everything in moderation. The movies a bombshell watches, books a bombshell reads, and especially the clothes a bombshell wears according to the author are in many cases limited and old fashioned. Many of the perfumes the author suggests a bombshell use are way too heavy for today's modern times. This book is so beautifully designed and so well conceived it's a great disappointment that it fails at its attempt. Should the author care to make it relevant to today and show the reader how to incorporate sassiness and style and charm into today's world it would be an excellent, fun read. But this little book will not help anyone fufill their bombshell aspirations!",1
"The Text of the New Testament: Its Transmission, Corruption, and Restoration","This thoroughly revised edition of Bruce M. Metzger's classic work is the most up-to-date manual available for the textual criticism of the New Testament. The Text of the New Testament, Fourth Edition, has been invigorated by the addition of Bart D. Ehrman--author of numerous best-selling books on the New Testament--as a coauthor. This revision brings the discussion of such important matters as the early Greek manuscripts and methods of textual criticism up to date, integrating recent research findings and approaches into the body of the text (as opposed to previous revisions, which compiled new material and notes into appendices). The authors also examine new areas of interest, including the use of computers in the collection and evaluation of manuscript evidence and the effects that social and ideological influences had upon the work of scribes. The standard text for courses in biblical studies and the history of Christianity since its first publication in 1964, The Text of the New Testament is poised to become a definitive resource for a whole new generation of students.","['Bruce Manning Metzger', 'Bart D. Ehrman']",http://books.google.com/books/content?id=UQu3QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=UQu3QgAACAAJ&dq=The+Text+of+the+New+Testament:+Its+Transmission,+Corruption,+and+Restoration&hl=&cd=1&source=gbs_api","Oxford University Press, USA",2005,"http://books.google.com/books?id=UQu3QgAACAAJ&dq=The+Text+of+the+New+Testament:+Its+Transmission,+Corruption,+and+Restoration&hl=&source=gbs_api",['Religion'],1.0,B000K4XV8O,,AN9J061J7R4RA,"William Varner ""dribex""",95/121,2.0,1207008000,Why Ehrman?,"I have used Metzger for over thirty years - all through the first three editions. Now for the fourth edition, the liberal higher critic, Bart Ehrman has been allowed to inject his tendential ideas. And, in my opinion, it has ruined the book. I am not doubting Ehrman's credentials - he was a student of Metzger - but he has an agenda, and that is evident in his additions to this edition. His feminism and radical view of early Christianity, as evidenced in his many other works, mars a classic work that deserved better treatment. Trust me, Metzger's theology is not shared by Ehrman. And his theology comes through, although textual criticism should not be agenda driven. I know that I will be skewered by some readers, but in my opinion a classic in the field has been marred by an editor who wants to steer readers away form the facts and toward his bias.If you don't know what I am talking about, just read his ""Orthodox Corruption of Scripture"" and his ""Misquoting Jesus.""Give me back the third edition of this work - and spare me the musings of a man who admits he now denies the faith he once espoused.",1
The Text of the New Testament,"This thoroughly revised edition of Bruce M. Metzger's classic work is the most up-to-date manual available for the textual criticism of the New Testament. The Text of the New Testament, Fourth Edition, has been invigorated by the addition of Bart D. Ehrman--author of numerous best-selling books on the New Testament--as a coauthor. This revision brings the discussion of such important matters as the early Greek manuscripts and methods of textual criticism up to date, integrating recent research findings and approaches into the body of the text (as opposed to previous revisions, which compiled new material and notes into appendices). The authors also examine new areas of interest, including the use of computers in the collection and evaluation of manuscript evidence and the effects that social and ideological influences had upon the work of scribes. The standard text for courses in biblical studies and the history of Christianity since its first publication in 1964, The Text of the New Testament is poised to become a definitive resource for a whole new generation of students.","['Bruce Manning Metzger', 'Bart D. Ehrman']",http://books.google.com/books/content?id=UQu3QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=UQu3QgAACAAJ&dq=The+Text+of+the+New+Testament&hl=&cd=1&source=gbs_api,"Oxford University Press, USA",2005,http://books.google.com/books?id=UQu3QgAACAAJ&dq=The+Text+of+the+New+Testament&hl=&source=gbs_api,['Religion'],1.0,B000O1UYWE,,AN9J061J7R4RA,"William Varner ""dribex""",95/121,2.0,1207008000,Why Ehrman?,"I have used Metzger for over thirty years - all through the first three editions. Now for the fourth edition, the liberal higher critic, Bart Ehrman has been allowed to inject his tendential ideas. And, in my opinion, it has ruined the book. I am not doubting Ehrman's credentials - he was a student of Metzger - but he has an agenda, and that is evident in his additions to this edition. His feminism and radical view of early Christianity, as evidenced in his many other works, mars a classic work that deserved better treatment. Trust me, Metzger's theology is not shared by Ehrman. And his theology comes through, although textual criticism should not be agenda driven. I know that I will be skewered by some readers, but in my opinion a classic in the field has been marred by an editor who wants to steer readers away form the facts and toward his bias.If you don't know what I am talking about, just read his ""Orthodox Corruption of Scripture"" and his ""Misquoting Jesus.""Give me back the third edition of this work - and spare me the musings of a man who admits he now denies the faith he once espoused.",1
The text of the New Testament,"This thoroughly revised edition of Bruce M. Metzger's classic work is the most up-to-date manual available for the textual criticism of the New Testament. The Text of the New Testament, Fourth Edition, has been invigorated by the addition of Bart D. Ehrman--author of numerous best-selling books on the New Testament--as a coauthor. This revision brings the discussion of such important matters as the early Greek manuscripts and methods of textual criticism up to date, integrating recent research findings and approaches into the body of the text (as opposed to previous revisions, which compiled new material and notes into appendices). The authors also examine new areas of interest, including the use of computers in the collection and evaluation of manuscript evidence and the effects that social and ideological influences had upon the work of scribes. The standard text for courses in biblical studies and the history of Christianity since its first publication in 1964, The Text of the New Testament is poised to become a definitive resource for a whole new generation of students.","['Bruce Manning Metzger', 'Bart D. Ehrman']",http://books.google.com/books/content?id=UQu3QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=UQu3QgAACAAJ&dq=The+text+of+the+New+Testament&hl=&cd=1&source=gbs_api,"Oxford University Press, USA",2005,http://books.google.com/books?id=UQu3QgAACAAJ&dq=The+text+of+the+New+Testament&hl=&source=gbs_api,['Religion'],1.0,B0007ISJTE,,AN9J061J7R4RA,"William Varner ""dribex""",95/121,2.0,1207008000,Why Ehrman?,"I have used Metzger for over thirty years - all through the first three editions. Now for the fourth edition, the liberal higher critic, Bart Ehrman has been allowed to inject his tendential ideas. And, in my opinion, it has ruined the book. I am not doubting Ehrman's credentials - he was a student of Metzger - but he has an agenda, and that is evident in his additions to this edition. His feminism and radical view of early Christianity, as evidenced in his many other works, mars a classic work that deserved better treatment. Trust me, Metzger's theology is not shared by Ehrman. And his theology comes through, although textual criticism should not be agenda driven. I know that I will be skewered by some readers, but in my opinion a classic in the field has been marred by an editor who wants to steer readers away form the facts and toward his bias.If you don't know what I am talking about, just read his ""Orthodox Corruption of Scripture"" and his ""Misquoting Jesus.""Give me back the third edition of this work - and spare me the musings of a man who admits he now denies the faith he once espoused.",1
The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail,,,,,,,,,,B000PJVA50,,A34MSAM53JGIMM,Stephen S. Hau,95/120,1.0,967852800,"Snore! Interesting premise, but Christensen falls short","I didn't much care for this book.Frankly, it was painful to read. Even finishing the first few chapters became a bit of an endurance test. However, with so many positive reviews, I pushed onward to the bitter end, hoping for a redeeming pearl of wisdom or some keen insight. I finished the book disappointed.Don't get me wrong; I am very intrigued by the premise. Why do great companies fail? How do disruptive technologies redefine the competitive landscape? How can established players compete against new entrants? All these questions are timely.Here's the skinny:1. The book reads like a Ph.D. thesis written by a lobotomized 3rd grader. Prepare yourself for long tirades full of grammatically ridiculous prose. The numerous charts and tables are a holy terror!2. Christensen repeats himself on many occasions. Rather than being clear once, he attempts to make his point by being unclear many times.3. Christensen may be a business school professor and a former consultant, but that does not make him a business strategist. It certainly doesn't make him a writer.All told, buy the Cliff notes or the executive review.",1
The Slow Burn Fitness Revolution: The Slow Motion Exercise That Will Change Your Body in 30 Minutes a Week,,,,,,,,,,0767913868,13.49,AXRDJGO1JUZN6,"""michaela4290""",95/118,2.0,1064188800,Not a great book,"My wife and I followed this exercise routine, having decided to try something new. A friend of ours recommended this book and liked the workout so we thought we'd try it. We gave up our previous exercise routine but both my wife and myself were disappointed with the results for the majority. The one good thing I guess is that in encouraged us to perhaps try lifting heavier weights than we had been doing, but giving up the cardiovascular exercise, as the book recommends, was just not a good idea for both of us. My running suffered alot because of this, so now that I've started running again I feel much better. My wife's tennis game also suffered, so she is back doing her regular cardiovascular routine.I've read a few books on exercise and this isn't one that I would put at the top of my list by any means.",0
The Thinking Woman's Guide to a Better Birth,"As an intelligent woman, you are probably used to learning as much as you can before making major decisions. But when it comes to one of the most important decisions of your life--how you will give birth—it is hard to gather accurate, unbiased information. Surprisingly, much of the research does not support common medical opinion and practice. Birth activist Henci Goer gives clear, concise information based on the latest medical studies. The Thinking Woman's Guide to a Better Birth helps you compare and contrast your various options and shows you how to avoid unnecessary procedures, drugs, restrictions, and tests. The book covers: Cesareans Breech babies Inducing labor Electronic Fetal Monitoring Rupturing Membranes Coping with slow labor Pain medication Epistiotomy Vaginal birth after a Ceasarean Doulas Deciding on a doctor or midwife Choosing where to have your baby and much more . . .",['Henci Goer'],http://books.google.com/books/content?id=7e5-npisacsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=7e5-npisacsC&printsec=frontcover&dq=The+Thinking+Woman%27s+Guide+to+a+Better+Birth&hl=&cd=1&source=gbs_api,Penguin,1999-08-01,http://books.google.com/books?id=7e5-npisacsC&dq=The+Thinking+Woman%27s+Guide+to+a+Better+Birth&hl=&source=gbs_api,['Health & Fitness'],8.0,0399525173,11.56,A3M33KFSPJT1CQ,Amy J,95/116,5.0,956275200,An absolute MUST!,"Every pregnant woman should read this book early in her pregnancy. It is packed full of clear, unbiased information and facts about the common medical interventions that take place during birth, why many of them are undesirable or even dangerous, and how they can be avoided. It is fascinating to see how most of the research proves that medical procedures that American women have come to view as normal are in fact unnecessary. This book covers topics like Cesareans, the use of IVs during birth, pain medications, epidurals, episiotomies, and electronic fetal monitoring. It shows how such common beliefs as &quot;It's better to have a surgical episiotomy cut than a natural tear&quot; are in fact false, and why the medical profession has pushed them so frequently that they have become a &quot;normal&quot; part of giving birth. This book cleared up a lot of questions that I had and made me decide very firmly that I would prefer a long and painful labor to an epidural, which might relieve my pain, but could also cause myself and, even worse, MY BABY, medical problems down the line.",1
Nasty People: How to Stop Being Hurt by Them Without Becoming One of Them (Bestselling Author Jay Carter Helps Reader Break Away from T),"Fourteen years since its first publication, the bestsellerNasty People has been revised and updated to cover the motivations of nasty people, how to avoid confrontation with a nasty boss, how to handle a nasty spouse, and much more, including: How to break the cycle of nastiness A new understanding of personality disorders and depression Narcissism, nasty behavior, and self-doubt Nasty people and self-validation The role adrenaline plays in nasty behavior and our responses to it. Everyone knows a person who has been hurt, betrayed, or degraded by nasty individuals or has experienced it themselves. In three books, Jay Carter, Psy. D., shows readers how to stop this cycle of overt and covert abuse, without resorting to nasty tactics. Now for the first time, this series is released together to cover all areas of dealing with difficult people. With straight-talking advice, real-life anecdotes, and psychology that makes sense, Carter explains how to handle and stop painful behavior that harms both the perpetrator and the victim.",['Jay Carter'],http://books.google.com/books/content?id=m5-1pPN5bnAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=m5-1pPN5bnAC&printsec=frontcover&dq=Nasty+People:+How+to+Stop+Being+Hurt+by+Them+Without+Becoming+One+of+Them+(Bestselling+Author+Jay+Carter+Helps+Reader+Break+Away+from+T)&hl=&cd=1&source=gbs_api,McGraw Hill Professional,2003-05-26,https://play.google.com/store/books/details?id=m5-1pPN5bnAC&source=gbs_api,['Psychology'],2.0,0809244063,,A2FSA9PDKJ27YB,Jay Carter,95/115,5.0,1006214400,Who Might Invalidate This Book?,"Yes, I am the author of this book. I have no axe to grind. No ego to protect. No royalties to protect. This book is over twelve years old and still selling. I have received thousands of letters and I have read every one. To date there were 3563 good letters, and three bad ones. Am I reviewing my own book? No. Hell. It is only good if people THINK it is. I am reviewing ... my reviews. Based on some of these reviews, it seems my book has ticked off a couple people. I may have offended &quot;Invalidators&quot; by making them psychologically naked and vulnerable. I think I might write a ... kinder-gentler book if I wrote it today. I feel badly that some reviewers took offense. &quot;Invalidators&quot; are who they are because someone ALREADY beat them down. Even so, I have no regrets for writing this book, which has now been read by over 3/4 million people. Am I saying that only an invalidator would criticize my book? Absolutely not. You judge that for yourself based on the review and the conflicting reviews.But if someone is controlling and suppressive to their mate, and that mate happens to read my book, and takes the next bus out of town ... it wasn't my BOOK that is to blame. I say this to be truthful, not to be &quot;right&quot; about it. And yes, my book makes a person feel much better by identifying the source of the problem, AND could use more concrete solutions as the Dr. from Wales so honestly noted. Maybe it's time for a revised edition. I have learned more in the last 12 years.Thank you for reading my review of the reviews.Dr. Jay",1
"The Marketing of Evil: How Radicals, Elitists, and Pseudo-Experts Sell Us Corruption Disguised As Freedom",,,,,,,,,,1581824599,14.86,ADES8B01WRPI3,"Bryan E. Leed ""Jesus says, 'Go and Sin No More!""",95/115,5.0,1130889600,"""Neutrality"" is not neutral--it's collaboration! says author David Kupelian","""Marketing is the application of the knowledge of human psychology to the task of persuasion."" (p.99)--author David Kupelian.This is a great book that points out a lot of things to consider for conservatives and Christians to better understand our sinful culture and how our society got so bad in the last half century.""A well-known Bible verse says, 'Woe unto them that call evil good, and good evil; that put darkness for light, and light for darkness; that put bitter for sweet, and sweet for bitter!' (Isaiah 5:20). Indeed, this book is about how evil is packaged and perfumed to look good--and good to appear evil.I read and listen a lot to Christian conservatives in their books and on the radio, so a lot of this is review for me, but it is a great place to start if you are just now getting interested in turning around our culture. But there are also plenty of little details that I found enlightening, even though I already have been exposed to the larger topics. For example, I did not know that AIDS was originally called 'Gay-Related Immunodeficiency Disease' (GRID), until homosexuals pressured the medical community to switch the name to AIDS (p.20), to take the onus off of sodomy. Even the medical community is susceptible to the negative influence of immoral pressure groups, which in turn effects our culture.David Kupelian has a good chapter on the judicial activist, athiest LIE of Separation of Church & State. He writes how this untrue concept has been used to turn America into a de facto atheistic, secular state!""You rarely hear the actual wording of the First Amendment anymore. But ""separation of church and state"" is one of those phrases that roll off the tongues of judges and journalists so easily and so often that most of us assume it's in the Constitution."" (p.55)""...in making any reference to God or biblical principles off-limits for those we've entrusted with this nation's government and charting its future course, do you realize what we are doing? We are deluding ourselves into believing there is some neutral ground between good and evil, and that this is where the government is supposed to be."" ""When Jews are being gassed and cremated down the street, 'neutrality' is not neutral--it's collaboration."" (p.58)Kupelian makes a good observation about how the 1960's selfish, self-obsessed ""liberation"" movements negatively rotted our culture. ""A generation later, the various 'liberation' movements--sexual liberation, women's liberation, gay liberation, and so on--have blossomed into rampant infidelity, divorce and family breakdown, gender confusion, AIDS, abortion, and other mammoth problems."" (p.89)Kupelian points out how virtually all of our society's current ills can be traced back to the disregard and distate towards traditional family values, most notably the en vogue concept of fathers being unnecessary. Then the government steps in to pick up the slack of broken, fatherless homes, and the population becomes dependent on the SECULAR government instead of the traditional, bread-winning father figure. If you want to be dependent on the government, the liberal left wants to help you become dependent on the government, so they can then enforce secular atheism on the population, but if you want to be happily married in a traditional family, you are on your own. These government entities are self-perpetuating. These social workers are out of work if there are not enough famililes needing to depend on them. It sounds like a too sinister, crazy concept, but think about it. It's true!He also writes about the secular public school system, to beware of what they are teaching our kids. ""Of course, the main factor keeping most American children in government schools is that they're free. So isn't free schooling a good thing? Sure. Free food is great too, but not if it's been poisoned. The governments' schools are free in the same way everything else the government does is free--you're forced to pay for it with your hard-earned taxes or you go to prison."" (p.163)The most bracingly new things I learned from this book came from the abortion chapter. ""What if reporters and editors cut through the high-flying rhetoric of civil rights and constitutional freedom and women's health and brought the issue down to little, perfectly formed human babies--three thousand of them every day...being painfully ripped apart, suctioned, chemically burned, sliced up, or decapitated?"" (p.187)""In one of the most successful marketing campaigns in modern political history, the 'abortion rights' movement--with all of its emotionally compelling catchphrases and powerful political slogans--has succeeded in turning what once was a crime into a fiercely defended constitutional right."" (.189)Kupelian rightly compares America's tolerance and support of abortion to the WWII era German citizens who let the Jewish Holocaust take place--both then and now, normal citizens were tricked by the marketing of evil as acceptable. Too many people think that if something is legal--even murder of innocent, defenseless human beings--then it must be moral, too. But remember, in a Godless, atheist government and culture, there is no morality.The author talks a bit about how American Christians let too much of this happen without any vocal opposition, or any kind of opposition at all. Though, I wish he would have spent more pages expounding what we American Christians must do to turn things around in God's Country.Sometimes the author digresses off the topic, about himself or his family, and this kind of loses the momentum, even though he eventually brings the story into the topic of conversation for that chapter. Also, sometimes I don't completely agree with his smaller details of theology, or culture. But overall, I generally agree with what he writes and this book is a great and enlightening page-turner.",1
Invisible (Ivy Malone Mystery Series #1),"She's not your average crime fighter! Ivy Malone has a curiosity that sometimes gets her into trouble, and it's only aggravated by her discovery that she can easily escape the public eye. So when vandals romp through the local cemetery, she takes advantage of her newfound anonymity and its unforeseen advantages as she launches her own unofficial investigation. Despite her oddball humor and unconventional snooping, Ivy soon becomes discouraged by her failure to turn up any solid clues. And after Ivy witnesses something ominous and unexplained, she can't resist putting her investigative powers to work again. Even the authorities' attempts to keep Ivy out of danger and her nosy neighbor's match-making schemes can't slow her down. But will the determination that fuels this persistent, quirky sleuth threaten her very safety? ""I laughed out loud. McCourtney's charming mystery debuts a voice both enchanting and startling.""-Colleen Coble, author of Without a Trace ""McCourtney's skill at blending whimsy, quirks, and questions into a lead character makes Invisible a must read.""-Lois Richer, author of Dangerous Sanctuary ""Invisible is a treat! Ivy Malone is a heroine with spunk and determination!""-Carol Cox, author of A Stitch in Time",['Lorena McCourtney'],http://books.google.com/books/content?id=fy0MBhA04x0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=fy0MBhA04x0C&printsec=frontcover&dq=Invisible+(Ivy+Malone+Mystery+Series&hl=&cd=1&source=gbs_api,Baker Books,2004-08-01,https://play.google.com/store/books/details?id=fy0MBhA04x0C&source=gbs_api,['Fiction'],52.0,0800759532,,A3EG66MJU1G2ZQ,Phee,95/114,1.0,1297296000,"6% Mystery, 58% Predictable, 36% Jesus","I downloaded this book onto my Kindle because it was free and I love mysteries. I was also glad to see a book featuring an elderly female protaganist, as that doesn't happen often! However, I figured out the mystery part very early on, and anyone who reads mysteries will likely do so as well. The rest of the book was just uncomfortable and sort of boring. About a 1/4 of the way through, I realized Ivy was talking and thinking about God a lot. About 1/2 way through, I realized Ivy been to church and involved in religious discussions with no real substance for a good portion of the story. But it was when Ivy talked about when she ""accepted Jesus Christ as [her] personal savior"" that I felt truly duped. I don't mind religious characters, particularly if discussion is an essential part of their development, but this was very clearly, and very simply, a Christian book. The summary provided by Amazon gave no indication of this, and the reviews I skimmed didn't highlight it, either.There's also a generous dose of slut-shaming in the story. (ZOMG! A clingy dress! With a slit!)I admit I'm not the target audience for this story, but I felt I should share my experience in case others who don't want to spend their reading time on a mediocre mystery with a distinctly Christian bend should find themselves downloading it.",1
